,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
57,"By late 1944, as the Allies march toward the Rhine, it is obvious Germany will lose the war. American Colonel Devlin (Gary Merrill) leads a military intelligence unit that enlists German POWs to cross back over and spy on their former comrades. ""Tiger"" (Hans Christian Blech), a cynical mercenary, is one such recruit. There is also ""Happy"" (Oskar Werner), a young, idealistic medical student. Monique (Dominique Blanchar), a former resistance operative, trains Happy and others in espionage techniques. Later, Devlin learns a Wehrmacht general wants to negotiate surrender of his entire command. Thus, a mission is organized. Devlin selects Lieutenant Rennick (Richard Basehart) to lead. He is a man who hates turncoats on both sides of the war. Tiger is chosen; he knows the area well. Happy is given a related task of locating the 11th Panzer Corps, which might oppose the mass surrender. All three parachute into Germany, then split up. ",1,1_jones_van_ace_homer,"['jones', 'van', 'ace', 'homer', 'german', 'paul', 'stevens', 'valjean', 'darlington', 'charley']","In the film, Herbert Marshall appears as W. Somerset Maugham, the story's narrator and an important character who drifts in and out of the lives of the other major players. The opening scene is at a party in the summer of 1919 at a Chicago country club. Elliott Templeton, an expatriate who has been living in France, has returned to the United States to visit his sister, Louisa Bradley, and his niece, Isabel. Isabel is engaged to marry Larry Darrell, recently returned from service as a pilot during the Great War. Elliott disapproves of Larry because he has no money and no interest in getting a job with a future so he can support Isabel properly. Among the party guests are Larry's childhood friend Sophie Nelson and her boyfriend, Bob MacDonald.",jones - van - ace - homer - german - paul - stevens - valjean - darlington - charley,1.0,False
58,"Marcus Vinicius is a Roman military commander and the legate of the XIV Gemina. Returning from wars in Britain and Gaul, he falls in love with Lygia, a devout Christian; in spite of this, he continually tries to win her affections. Though she grew up as the beloved foster daughter of Aulus Plautius, a retired Roman general, Lygia is legally a Lygian hostage of Rome in the old general's care. Petronius, Marcus' uncle, persuades Nero to give her to his nephew as a reward for his services. Lygia resents this arrangement, but eventually falls in love with Marcus.",-1,-1_judah_maximus_marcellus_heathcliff,"['judah', 'maximus', 'marcellus', 'heathcliff', 'crew', 'shelby', 'roman', 'nero', 'governor', 'demetrius']","In 180 AD, Roman general Maximus Decimus Meridius intends to return home after he leads the Roman army to victory against Germanic tribes near Vindobona. Emperor Marcus Aurelius tells Maximus that his own son, Commodus, is unfit to rule and that he wishes Maximus to succeed him, as regent, to restore the Roman Republic. Angered by this decision, Commodus secretly murders his father.",judah - maximus - marcellus - heathcliff - crew - shelby - roman - nero - governor - demetrius,0.3559956144433468,False
59,"The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,1.0,True
60,,0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,0.24847816846673948,True
61,"By 1950, the 44-year old Puyi, former Emperor of China, has been in custody for five years since his capture by the Red Army during the Soviet invasion of Manchuria. In the recently established People's Republic of China, Puyi arrives as a political prisoner and war criminal at the Fushun Prison. Soon after his arrival, Puyi attempts suicide, but is quickly rescued and told he must stand trial.",-1,-1_judah_maximus_marcellus_heathcliff,"['judah', 'maximus', 'marcellus', 'heathcliff', 'crew', 'shelby', 'roman', 'nero', 'governor', 'demetrius']","In 180 AD, Roman general Maximus Decimus Meridius intends to return home after he leads the Roman army to victory against Germanic tribes near Vindobona. Emperor Marcus Aurelius tells Maximus that his own son, Commodus, is unfit to rule and that he wishes Maximus to succeed him, as regent, to restore the Roman Republic. Angered by this decision, Commodus secretly murders his father.",judah - maximus - marcellus - heathcliff - crew - shelby - roman - nero - governor - demetrius,0.3559956144433468,False
62,"In 180 AD, Roman general Maximus Decimus Meridius intends to return home after he leads the Roman army to victory against Germanic tribes near Vindobona. Emperor Marcus Aurelius tells Maximus that his own son, Commodus, is unfit to rule and that he wishes Maximus to succeed him, as regent, to restore the Roman Republic. Angered by this decision, Commodus secretly murders his father.",-1,-1_judah_maximus_marcellus_heathcliff,"['judah', 'maximus', 'marcellus', 'heathcliff', 'crew', 'shelby', 'roman', 'nero', 'governor', 'demetrius']","In 180 AD, Roman general Maximus Decimus Meridius intends to return home after he leads the Roman army to victory against Germanic tribes near Vindobona. Emperor Marcus Aurelius tells Maximus that his own son, Commodus, is unfit to rule and that he wishes Maximus to succeed him, as regent, to restore the Roman Republic. Angered by this decision, Commodus secretly murders his father.",judah - maximus - marcellus - heathcliff - crew - shelby - roman - nero - governor - demetrius,0.3559956144433468,True
63,"The film depicts the adventures of real-life trader and adventurer Alfred Aloysius ""Trader"" Horn (Harry Carey), while on safari in Africa. Much of the film is fictional, including the discovery of a white blonde jungle queen, the lost daughter of a missionary (Edwina Booth). A scene based upon a genuine incident occurs in which Carey as Horn swings on a vine across a river filled with genuine crocodiles, one of which comes very close to taking his leg off.",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,0.2689561135138661,False
64,"In 1936, American archaeologist Indiana Jones recovers a Golden Idol from a booby-trapped Peruvian temple. Rival archaeologist René Belloq corners him and steals the idol; Jones escapes in a waiting float plane. After returning to the United States, Jones is briefed by two Army Intelligence agents that Nazi German forces are excavating at Tanis, Egypt, and one of their telegrams mentions Jones' former mentor Abner Ravenwood. Jones deduces that the Nazis are seeking the Ark of the Covenant, which Adolf Hitler believes will make their army invincible. The agents recruit Jones to recover the Ark first.",1,1_jones_van_ace_homer,"['jones', 'van', 'ace', 'homer', 'german', 'paul', 'stevens', 'valjean', 'darlington', 'charley']","In the film, Herbert Marshall appears as W. Somerset Maugham, the story's narrator and an important character who drifts in and out of the lives of the other major players. The opening scene is at a party in the summer of 1919 at a Chicago country club. Elliott Templeton, an expatriate who has been living in France, has returned to the United States to visit his sister, Louisa Bradley, and his niece, Isabel. Isabel is engaged to marry Larry Darrell, recently returned from service as a pilot during the Great War. Elliott disapproves of Larry because he has no money and no interest in getting a job with a future so he can support Isabel properly. Among the party guests are Larry's childhood friend Sophie Nelson and her boyfriend, Bob MacDonald.",jones - van - ace - homer - german - paul - stevens - valjean - darlington - charley,1.0,False
65,"In 1957, the Jets, a gang of white youths, fight the Sharks, a gang of Puerto Rican youths, for control of San Juan Hill on Manhattan's Upper West Side. NYPD Lieutenant Schrank tells the gangs that their conflict is pointless, since the neighborhood will soon be demolished to make way for Lincoln Center. The gangs are too proud to care, and Jet leader Riff proposes a rumble between the two gangs. Riff approaches his friend Tony, who is on parole, for help. Tony refuses, wishing to reform with the help of Valentina, the Puerto Rican owner of Doc's general store. Meanwhile, María, Shark leader Bernardo's sister, is betrothed to Bernardo's friend Chino but yearns for independence. At a neighborhood dance at the community center that night, Tony and María meet and fall in love. This angers Bernardo, who then agrees to Riff's terms for a rumble if Tony attends. After the dance, Tony confesses his love to María on her fire escape, and they promise to see each other the next day.",2,2_michael_vito_sheeran_hoffa,"['michael', 'vito', 'sheeran', 'hoffa', 'maría', 'tony', 'family', 'laszlo', 'bernardo', 'gangs']","In 1945, the New York City Corleone family don, Vito Corleone, listens to requests during his daughter Connie's wedding to Carlo Rizzi. Vito's youngest son Michael, a Marine who has thus far stayed out of the family business, introduces his girlfriend, Kay Adams, to his family at the reception. Johnny Fontane, a popular singer and Vito's godson, seeks Vito's help in securing a movie role. Vito sends his consigliere, Tom Hagen, to persuade studio president Jack Woltz to offer Johnny the part. Woltz refuses Hagen's request at first, but soon complies after finding the severed head of his prized stud horse in his bed.",michael - vito - sheeran - hoffa - maría - tony - family - laszlo - bernardo - gangs,1.0,False
66,"Lee Chandler is a depressed and asocial janitor who lives alone in a basement apartment in Quincy, Massachusetts. One day, he receives a phone call informing him that his brother Joe, a fisherman who lives in Manchester-by-the-Sea, has suffered cardiac arrest; Joe dies before Lee can make it to the hospital.",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,0.32101606276183553,False
67,"While transcribing the conversation of passers-by one evening, linguist Professor Higgins is mistaken for a policeman, causing  protests from the Covent Garden flower seller Eliza Doolittle and various bystanders. As the incident is being cleared up, Higgins talks to Colonel Pickering, a fellow scholar of languages and dialects, who has come from India in order to meet him. Higgins argues that by teaching Eliza to speak correctly by his methods, she could have a better future and would even be able to pass as a duchess.",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,1.0,False
68,"In late 1968, three friends in a tight-knit Slavic American community in Western Pennsylvania—Mike Vronsky, Steven Pushkov, and Nikanor ""Nick"" Chevotarevich—work in a steel mill and hunt deer with their co-workers Stanley (""Stan""), Peter ""Axel"" Axelrod, and John Welsh. Mike, Steven, and Nick are preparing to leave for military service in Vietnam. Steven is engaged to Angela Ludhjduravic, who was secretly impregnated by another man. Mike and Nick are close friends who live together and both love Linda, who will be moving into their home to escape from her alcoholic father. While dancing at Steven and Angela's wedding, Linda accepts Nick's spontaneous marriage proposal. Nick implores Mike to ensure he returns from Vietnam. Mike, Nick, and their friends go on a final hunting trip. Mike kills a deer with a single shot.",1,1_jones_van_ace_homer,"['jones', 'van', 'ace', 'homer', 'german', 'paul', 'stevens', 'valjean', 'darlington', 'charley']","In the film, Herbert Marshall appears as W. Somerset Maugham, the story's narrator and an important character who drifts in and out of the lives of the other major players. The opening scene is at a party in the summer of 1919 at a Chicago country club. Elliott Templeton, an expatriate who has been living in France, has returned to the United States to visit his sister, Louisa Bradley, and his niece, Isabel. Isabel is engaged to marry Larry Darrell, recently returned from service as a pilot during the Great War. Elliott disapproves of Larry because he has no money and no interest in getting a job with a future so he can support Isabel properly. Among the party guests are Larry's childhood friend Sophie Nelson and her boyfriend, Bob MacDonald.",jones - van - ace - homer - german - paul - stevens - valjean - darlington - charley,0.5221642959829663,False
69,"In August 2005, Daisy Fuller is on her deathbed in a New Orleans hospital. She tells her daughter Caroline about blind clockmaker Mr. Gateau, hired to make a clock for a train station in 1918. It ran backwards and was made as a memorial for those who lost their sons in World War I, like Gateau himself. Daisy then asks Caroline to read aloud from Benjamin Button's diary.",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,1.0,False
70,"After seeing his poor father lose his land and be whipped to death for protesting, young Pancho Villa stabs one of the killers, then heads off into the hills of Chihuahua, Mexico during the 1880s. As a grown man, Villa and a band of rebel bandits, including his trusted ally Sierra, kill wealthy landowners and become heroes to their fellow ""peons"".",2,2_michael_vito_sheeran_hoffa,"['michael', 'vito', 'sheeran', 'hoffa', 'maría', 'tony', 'family', 'laszlo', 'bernardo', 'gangs']","In 1945, the New York City Corleone family don, Vito Corleone, listens to requests during his daughter Connie's wedding to Carlo Rizzi. Vito's youngest son Michael, a Marine who has thus far stayed out of the family business, introduces his girlfriend, Kay Adams, to his family at the reception. Johnny Fontane, a popular singer and Vito's godson, seeks Vito's help in securing a movie role. Vito sends his consigliere, Tom Hagen, to persuade studio president Jack Woltz to offer Johnny the part. Woltz refuses Hagen's request at first, but soon complies after finding the severed head of his prized stud horse in his bed.",michael - vito - sheeran - hoffa - maría - tony - family - laszlo - bernardo - gangs,1.0,False
71,"In 1917, three years into World War I, 17-year-old Paul Bäumer enthusiastically enlists in the Imperial German Army alongside friends Albert Kropp, Franz Müller, and Ludwig Behm. They listen to a patriotic speech by a school official and unknowingly receive uniforms from soldiers killed in a previous battle. After they are deployed in Northern France near La Malmaison, they are befriended by Stanislaus ""Kat"" Katczinsky, an older soldier. Their romantic view of the war is shattered by the realities of trench warfare on the Western Front, and Ludwig is killed by artillery on the first night.",1,1_jones_van_ace_homer,"['jones', 'van', 'ace', 'homer', 'german', 'paul', 'stevens', 'valjean', 'darlington', 'charley']","In the film, Herbert Marshall appears as W. Somerset Maugham, the story's narrator and an important character who drifts in and out of the lives of the other major players. The opening scene is at a party in the summer of 1919 at a Chicago country club. Elliott Templeton, an expatriate who has been living in France, has returned to the United States to visit his sister, Louisa Bradley, and his niece, Isabel. Isabel is engaged to marry Larry Darrell, recently returned from service as a pilot during the Great War. Elliott disapproves of Larry because he has no money and no interest in getting a job with a future so he can support Isabel properly. Among the party guests are Larry's childhood friend Sophie Nelson and her boyfriend, Bob MacDonald.",jones - van - ace - homer - german - paul - stevens - valjean - darlington - charley,1.0,False
72,"In 2010, disillusioned screenwriter Gil Pender and his fiancée, Inez, vacation in Paris with Inez's wealthy parents. Gil, struggling to finish his debut novel about a man who works in a nostalgia shop, finds himself drawn to the artistic history of Paris, especially the Lost Generation of the 1920s, and has ambitions to move there, which Inez dismisses. By chance, they meet Inez's friend, Paul, and his wife, Carol. Paul speaks with great authority but questionable accuracy on French history, annoying Gil but impressing Inez.",1,1_jones_van_ace_homer,"['jones', 'van', 'ace', 'homer', 'german', 'paul', 'stevens', 'valjean', 'darlington', 'charley']","In the film, Herbert Marshall appears as W. Somerset Maugham, the story's narrator and an important character who drifts in and out of the lives of the other major players. The opening scene is at a party in the summer of 1919 at a Chicago country club. Elliott Templeton, an expatriate who has been living in France, has returned to the United States to visit his sister, Louisa Bradley, and his niece, Isabel. Isabel is engaged to marry Larry Darrell, recently returned from service as a pilot during the Great War. Elliott disapproves of Larry because he has no money and no interest in getting a job with a future so he can support Isabel properly. Among the party guests are Larry's childhood friend Sophie Nelson and her boyfriend, Bob MacDonald.",jones - van - ace - homer - german - paul - stevens - valjean - darlington - charley,0.32105655885016526,False
73,"In the Bronx in 1962, Italian American bouncer Tony Lip searches for new employment while the Copacabana is closed for renovations. He is invited to an interview with Dr. Don Shirley, an African American pianist in need of a driver for his eight-week concert tour through the Midwest and Deep South. Don hires Tony on the strength of his references. They embark with plans to return to New York City on Christmas Eve. Don's record label gives Tony a copy of The Negro Motorist Green Book, a guide for African American travelers to find motels, restaurants, and filling stations that would serve them in the Jim Crow South.",-1,-1_judah_maximus_marcellus_heathcliff,"['judah', 'maximus', 'marcellus', 'heathcliff', 'crew', 'shelby', 'roman', 'nero', 'governor', 'demetrius']","In 180 AD, Roman general Maximus Decimus Meridius intends to return home after he leads the Roman army to victory against Germanic tribes near Vindobona. Emperor Marcus Aurelius tells Maximus that his own son, Commodus, is unfit to rule and that he wishes Maximus to succeed him, as regent, to restore the Roman Republic. Angered by this decision, Commodus secretly murders his father.",judah - maximus - marcellus - heathcliff - crew - shelby - roman - nero - governor - demetrius,0.29370047288121315,False
74,"In the film, Herbert Marshall appears as W. Somerset Maugham, the story's narrator and an important character who drifts in and out of the lives of the other major players. The opening scene is at a party in the summer of 1919 at a Chicago country club. Elliott Templeton, an expatriate who has been living in France, has returned to the United States to visit his sister, Louisa Bradley, and his niece, Isabel. Isabel is engaged to marry Larry Darrell, recently returned from service as a pilot during the Great War. Elliott disapproves of Larry because he has no money and no interest in getting a job with a future so he can support Isabel properly. Among the party guests are Larry's childhood friend Sophie Nelson and her boyfriend, Bob MacDonald.",1,1_jones_van_ace_homer,"['jones', 'van', 'ace', 'homer', 'german', 'paul', 'stevens', 'valjean', 'darlington', 'charley']","In the film, Herbert Marshall appears as W. Somerset Maugham, the story's narrator and an important character who drifts in and out of the lives of the other major players. The opening scene is at a party in the summer of 1919 at a Chicago country club. Elliott Templeton, an expatriate who has been living in France, has returned to the United States to visit his sister, Louisa Bradley, and his niece, Isabel. Isabel is engaged to marry Larry Darrell, recently returned from service as a pilot during the Great War. Elliott disapproves of Larry because he has no money and no interest in getting a job with a future so he can support Isabel properly. Among the party guests are Larry's childhood friend Sophie Nelson and her boyfriend, Bob MacDonald.",jones - van - ace - homer - german - paul - stevens - valjean - darlington - charley,0.31133074799877314,True
75,"In 1861, on the eve of the American Civil War, Scarlett O'Hara lives at Tara, her family's cotton plantation in Georgia, with her parents, two sisters, and their black slaves. Scarlett is deeply attracted to Ashley Wilkes and learns he is to be married to his cousin, Melanie Hamilton. At an engagement party the next day at Ashley's home, Twelve Oaks, a nearby plantation, Scarlett makes an advance on Ashley but is rebuffed; however, she catches the attention of another guest, Rhett Butler. The party is disrupted by news of President Lincoln's call for volunteers to fight the South, and the Southern men rush to enlist. Scarlett marries Melanie's younger brother, Charles, to arouse jealousy in Ashley before he leaves to fight. Following Charles's death while serving in the Confederate States Army, Scarlett's mother sends her to the Hamilton home in Atlanta. She creates a scene by attending a charity bazaar in mourning attire and waltzing with Rhett, now a blockade runner for the Confederacy.",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,0.6672260620901838,False
76,"On June 6, 1944, the U.S. Army lands at Omaha Beach as part of the Normandy invasion, incurring major losses against the artillery and machine gun fire of the heavily fortified German forces. Initially dazed by the chaotic battle, 2nd Ranger Battalion Captain John H. Miller takes command of a surviving group and leads a successful infiltration behind German lines to secure victory.",1,1_jones_van_ace_homer,"['jones', 'van', 'ace', 'homer', 'german', 'paul', 'stevens', 'valjean', 'darlington', 'charley']","In the film, Herbert Marshall appears as W. Somerset Maugham, the story's narrator and an important character who drifts in and out of the lives of the other major players. The opening scene is at a party in the summer of 1919 at a Chicago country club. Elliott Templeton, an expatriate who has been living in France, has returned to the United States to visit his sister, Louisa Bradley, and his niece, Isabel. Isabel is engaged to marry Larry Darrell, recently returned from service as a pilot during the Great War. Elliott disapproves of Larry because he has no money and no interest in getting a job with a future so he can support Isabel properly. Among the party guests are Larry's childhood friend Sophie Nelson and her boyfriend, Bob MacDonald.",jones - van - ace - homer - german - paul - stevens - valjean - darlington - charley,1.0,False
77,"In the 1750s, Jesuit priest Father Gabriel enters the eastern Paraguayan jungle to convert the Guaraní to Christianity. He sends another priest to make contact with them, but the man is thrown to his death off Iguazu Falls. Father Gabriel travels to the falls himself and plays his oboe. One of the Guaraní grabs the oboe from his hands and breaks it in half. Father Gabriel does not react, and the remaining Guaraní, captivated by the music, take him to their village.",2,2_michael_vito_sheeran_hoffa,"['michael', 'vito', 'sheeran', 'hoffa', 'maría', 'tony', 'family', 'laszlo', 'bernardo', 'gangs']","In 1945, the New York City Corleone family don, Vito Corleone, listens to requests during his daughter Connie's wedding to Carlo Rizzi. Vito's youngest son Michael, a Marine who has thus far stayed out of the family business, introduces his girlfriend, Kay Adams, to his family at the reception. Johnny Fontane, a popular singer and Vito's godson, seeks Vito's help in securing a movie role. Vito sends his consigliere, Tom Hagen, to persuade studio president Jack Woltz to offer Johnny the part. Woltz refuses Hagen's request at first, but soon complies after finding the severed head of his prized stud horse in his bed.",michael - vito - sheeran - hoffa - maría - tony - family - laszlo - bernardo - gangs,1.0,False
78,"An idealistic young medical student, Martin Arrowsmith, introduces himself assertively to Dr. Max Gottlieb, a noted bacteriologist. Though Gottlieb deems Arrowsmith not yet ready to study with him, he is impressed by the young man's determination and honest self-appraisal, and encourages him to take the standard course of study first. When Arrowsmith graduates, Gottlieb offers him a position as his research assistant, but the young man reluctantly turns him down, having fallen in love with a nurse, Leora. He would be unable to support her on a research assistant's meager salary. He marries, and the couple sets off for Leora's rural home town in South Dakota.",-1,-1_judah_maximus_marcellus_heathcliff,"['judah', 'maximus', 'marcellus', 'heathcliff', 'crew', 'shelby', 'roman', 'nero', 'governor', 'demetrius']","In 180 AD, Roman general Maximus Decimus Meridius intends to return home after he leads the Roman army to victory against Germanic tribes near Vindobona. Emperor Marcus Aurelius tells Maximus that his own son, Commodus, is unfit to rule and that he wishes Maximus to succeed him, as regent, to restore the Roman Republic. Angered by this decision, Commodus secretly murders his father.",judah - maximus - marcellus - heathcliff - crew - shelby - roman - nero - governor - demetrius,0.3307173198544978,False
79,"In Edwardian Britain, Helen Schlegel becomes engaged to Paul Wilcox during a moment of passion, while staying at the Wilcox family's country home, Howards End. The Schlegels are an intellectual family of Anglo-German bourgeoisie, while the Wilcoxes are conservative and wealthy, led by hard-headed businessman Henry. Helen and Paul quickly decide against the engagement, but she has already sent a telegram informing her sister Margaret, leading to an uproar when the sisters' Aunt Juley arrives and causes a scene.",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,1.0,False
80,"On the way to a slave auction, Marcellus Gallio, a Roman military tribune and senator's son, helps recapture Demetrius, a defiant Greek slave. At the auction site, Marcellus is reunited with Diana, his childhood love, who is now a ward of Emperor Tiberius and has been pledged in marriage to the regent Caligula. Marcellus has a longstanding feud with Caligula, and he outbids Caligula for Demetrius, who does not attempt to escape again, as he feels honor-bound to Marcellus. Demetrius becomes Marcellus' personal servant.",-1,-1_judah_maximus_marcellus_heathcliff,"['judah', 'maximus', 'marcellus', 'heathcliff', 'crew', 'shelby', 'roman', 'nero', 'governor', 'demetrius']","In 180 AD, Roman general Maximus Decimus Meridius intends to return home after he leads the Roman army to victory against Germanic tribes near Vindobona. Emperor Marcus Aurelius tells Maximus that his own son, Commodus, is unfit to rule and that he wishes Maximus to succeed him, as regent, to restore the Roman Republic. Angered by this decision, Commodus secretly murders his father.",judah - maximus - marcellus - heathcliff - crew - shelby - roman - nero - governor - demetrius,0.3559956144433468,True
81,"In 1931 Berlin, a young, openly promiscuous American Sally Bowles performs at the Kit Kat Klub. A new British arrival in the city, Brian Roberts, moves into the boarding house where Sally lives. A reserved academic and writer, Brian must give English lessons to earn a living while completing his doctorate. Sally tries to seduce Brian, but he tells her that on three previous occasions he has tried to have sexual relationships with women, all of which failed. They become friends, and Brian witnesses Sally's bohemian life in the last days of the Weimar Republic. When Brian consoles Sally after her father cancels his meeting with her, they become lovers, concluding that his previous failures with women were because they were ""the wrong three girls"".",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,0.502779202012609,False
82,"The film begins 20 years into King Henry VIII's reign. In May 1536, in the immediate aftermath of the execution of his second wife Anne Boleyn, Henry married Jane Seymour, who died in childbirth 18 months later. He then weds a German princess, Anne of Cleves. This marriage ends in divorce after Anne deliberately makes herself unattractive so that she may be free to marry her sweetheart. Henry next marries the beautiful and ambitious Lady Katherine Howard. She has rejected love all of her life in favour of ambition, but after her marriage, she falls in love with Henry's handsome courtier Thomas Culpeper, who had attempted to woo her in the past. Their liaison is discovered by Henry's court and the two are executed. The weak and aging Henry consoles himself with a final marriage to Catherine Parr, who proves domineering. In the final scene, while Parr is no longer in the room, the king breaks the fourth wall, saying ""Six wives, and the best of them's the worst.""",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,0.8005522922909699,False
83,"The film covers the years 1529 to 1535, during the reign of Henry VIII.",0,0_lucy_higgins_eliza_scarlett,"['lucy', 'higgins', 'eliza', 'scarlett', 'henry', 'shakespeare', 'turing', 'irving', 'juror', 'family']","The story revolves around the life of Celie Harris in early 20th-century rural Hartwell, Georgia. Harris is a teenage African-American girl who is brutally raped and abused by her father. She secretly gives birth to two of his children. After the births, the father quickly takes them from Celie and gives them away. Celie shares a strong bond with her youngest sister Nettie as they play and learn the alphabet together. ",lucy - higgins - eliza - scarlett - henry - shakespeare - turing - irving - juror - family,1.0,True
