ANO;TITULO;VENCEDOR;LINK_EN;LINK_ES;LINK_PT;PAGEID_EN;TITLE_EN;TITLE_ES;PAGEID_ES;TITLE_PT;PAGEID_PT;FILENAME_PT;FILENAME_ES;FILENAME_EN
1970.0;Hello, Dolly! (film);Não;https://en.wikipedia.org/wiki/Hello,_Dolly!_(film);https://es.wikipedia.org/wiki/Hello,_Dolly!_(película);https://pt.wikipedia.org/wiki/Hello,_Dolly!;7024876.0;Hello, Dolly! (film);Hello, Dolly! (película);1040870.0;Hello, Dolly!;357977.0;Deliverance (filme).txt;Deliverance (película).txt;Deliverance.txt
1970.0;Z (film 1969);Não;https://en.wikipedia.org/wiki/Z_(1969_film);https://es.wikipedia.org/wiki/Z_(película);https://pt.wikipedia.org/wiki/Z_(filme);75874.0;Z (1969 film);Z (película);354021.0;Z (filme);500342.0;Os Emigrantes.txt;Los emigrantes.txt;The Emigrants (film).txt
1971.0;PATTON (1970 film);Sim;https://en.wikipedia.org/wiki/Patton_(film);https://es.wikipedia.org/wiki/Patton_(película);https://pt.wikipedia.org/wiki/Patton_(filme);99454.0;Patton (film);Patton (película);180006.0;Patton (filme);83706.0;Sounder.txt;Sounder (película de 1972).txt;Sounder (film).txt
1971.0;AIRPORT (1970 film);Não;https://en.wikipedia.org/wiki/Airport_(1970_film);https://es.wikipedia.org/wiki/Aeropuerto_(película);https://pt.wikipedia.org/wiki/Aeroporto_(filme);99459.0;Airport (1970 film);Aeropuerto (película);27736.0;Aeroporto (filme);2089362.0;The Sting.txt;El golpe (película de 1973).txt;The Sting.txt
1971.0;MASH (film);Não;https://en.wikipedia.org/wiki/M*A*S*H_(film);https://es.wikipedia.org/wiki/MASH_(película);https://pt.wikipedia.org/wiki/MASH_(filme);23784006.0;M*A*S*H (film);MASH (película);5653310.0;MASH (filme);1943626.0;American Graffiti.txt;American Graffiti.txt;American Graffiti.txt
1971.0;FIVE EASY PIECES (1970 film);Não;https://en.wikipedia.org/wiki/Five_Easy_Pieces;https://es.wikipedia.org/wiki/Mi_vida_es_mi_vida;https://pt.wikipedia.org/wiki/Five_Easy_Pieces;73467.0;Five Easy Pieces;Mi vida es mi vida;1083291.0;Five Easy Pieces;1955901.0;Viskningar och rop.txt;Gritos y susurros.txt;Cries and Whispers.txt
1971.0;LOVE STORY (1970 film);Não;https://en.wikipedia.org/wiki/Love_Story_(1970_film);https://es.wikipedia.org/wiki/Love_Story_(película);https://pt.wikipedia.org/wiki/Love_Story_(1970);99461.0;Love Story (1970 film);Love Story (película);1039776.0;Love Story (1970);858550.0;O Exorcista.txt;El exorcista (película).txt;The Exorcist.txt
1972.0;THE FRENCH CONNECTION (1971 film);Sim;https://en.wikipedia.org/wiki/The_French_Connection_(film);https://es.wikipedia.org/wiki/The_French_Connection;https://pt.wikipedia.org/wiki/The_French_Connection;99463.0;The French Connection (film);The French Connection;853583.0;The French Connection;447264.0;;;
1972.0;A CLOCKWORK ORANGE (1971 film);Não;https://en.wikipedia.org/wiki/A_Clockwork_Orange_(film);https://es.wikipedia.org/wiki/La_naranja_mecánica_(película);https://pt.wikipedia.org/wiki/Laranja_Mecânica_(filme);1659954.0;A Clockwork Orange (film);La naranja mecánica (película);29214.0;Laranja Mecânica (filme);15619.0;The Godfather Part II.txt;El padrino II.txt;The Godfather Part II.txt
1972.0;FIDDLER ON THE ROOF (1971 film);Não;https://en.wikipedia.org/wiki/Fiddler_on_the_Roof_(film);https://es.wikipedia.org/wiki/El_violinista_en_el_tejado_(película);https://pt.wikipedia.org/wiki/Fiddler_on_the_Roof_(filme);8656796.0;Fiddler on the Roof (film);El violinista en el tejado (película);56214.0;Fiddler on the Roof (filme);1280553.0;Chinatown (filme).txt;Chinatown (película).txt;Chinatown (1974 film).txt
1972.0;NICHOLAS AND ALEXANDRA (1971 film);Não;https://en.wikipedia.org/wiki/Nicholas_and_Alexandra;https://es.wikipedia.org/wiki/Nicolás_y_Alejandra;https://pt.wikipedia.org/wiki/Nicholas_and_Alexandra;99464.0;Nicholas and Alexandra;Nicolás y Alejandra;2021230.0;Nicholas and Alexandra;2049001.0;Lenny (filme).txt;Lenny (película).txt;Lenny (film).txt
1973.0;THE GODFATHER (1972 film);Sim;https://en.wikipedia.org/wiki/The_Godfather;https://es.wikipedia.org/wiki/El_padrino_(película);https://pt.wikipedia.org/wiki/The_Godfather;2466773.0;The Godfather;El padrino (película);26302.0;The Godfather;55343.0;The Towering Inferno.txt;The Towering Inferno.txt;The Towering Inferno.txt
1973.0;Cabaret (1972 film);Não;https://en.wikipedia.org/wiki/Cabaret_(1972_film);https://es.wikipedia.org/wiki/Cabaret_(película);https://pt.wikipedia.org/wiki/Cabaret_(filme);236691.0;Cabaret (1972 film);Cabaret (película);320238.0;Cabaret (filme);567683.0;One Flew Over the Cuckoo's Nest.txt;One Flew Over the Cuckoo's Nest.txt;One Flew Over the Cuckoo's Nest (film).txt
1973.0;DELIVERANCE (1972 film);Não;https://en.wikipedia.org/wiki/Deliverance;https://es.wikipedia.org/wiki/Deliverance_(película);https://pt.wikipedia.org/wiki/Deliverance_(filme);101899.0;Deliverance;Deliverance (película);2481028.0;Deliverance (filme);1287115.0;Barry Lyndon.txt;Barry Lyndon.txt;Barry Lyndon.txt
1973.0;THE EMIGRANTS (1972 film);Não;https://en.wikipedia.org/wiki/The_Emigrants_(film);https://es.wikipedia.org/wiki/Los_emigrantes;https://pt.wikipedia.org/wiki/Os_Emigrantes;101906.0;The Emigrants (film);Los emigrantes;1039128.0;Os Emigrantes;3044753.0;Um Dia de Cão.txt;Tarde de perros.txt;Dog Day Afternoon.txt
1973.0;SOUNDER (1972 film);Não;https://en.wikipedia.org/wiki/Sounder_(film);https://es.wikipedia.org/wiki/Sounder_(película_de_1972);https://pt.wikipedia.org/wiki/Sounder;11526309.0;Sounder (film);Sounder (película de 1972);6848612.0;Sounder;3044721.0;Tubarão (filme).txt;Tiburón (película).txt;Jaws (film).txt
1974.0;The Sting;Sim;https://en.wikipedia.org/wiki/The_Sting;https://es.wikipedia.org/wiki/El_golpe_(película_de_1973);https://pt.wikipedia.org/wiki/The_Sting;62440.0;The Sting;El golpe (película de 1973);25754.0;The Sting;504435.0;;;
1974.0;American Graffiti;Não;https://en.wikipedia.org/wiki/American_Graffiti;https://es.wikipedia.org/wiki/American_Graffiti;https://pt.wikipedia.org/wiki/American_Graffiti;68124.0;American Graffiti;American Graffiti;27817.0;American Graffiti;505467.0;;;
1974.0;Cries and Whispers;Não;https://en.wikipedia.org/wiki/Cries_and_Whispers;https://es.wikipedia.org/wiki/Gritos_y_susurros;https://pt.wikipedia.org/wiki/Viskningar_och_rop;142482.0;Cries and Whispers;Gritos y susurros;275421.0;Viskningar och rop;920735.0;All the President's Men.txt;Todos los hombres del presidente.txt;All the President's Men (film).txt
1974.0;The Exorcist (franchise);Não;https://en.wikipedia.org/wiki/The_Exorcist;https://es.wikipedia.org/wiki/El_exorcista_(película);https://pt.wikipedia.org/wiki/O_Exorcista;725459.0;The Exorcist;El exorcista (película);195021.0;O Exorcista;54576.0;;;
1975.0;THE GODFATHER PART II (1974 film);Sim;https://en.wikipedia.org/wiki/The_Godfather_Part_II;https://es.wikipedia.org/wiki/El_padrino_II;https://pt.wikipedia.org/wiki/The_Godfather_Part_II;73875.0;The Godfather Part II;El padrino II;116730.0;The Godfather Part II;173027.0;Taxi Driver.txt;Taxi Driver.txt;Taxi Driver.txt
1975.0;CHINATOWN (1974 film);Não;https://en.wikipedia.org/wiki/Chinatown_(1974_film);https://es.wikipedia.org/wiki/Chinatown_(película);https://pt.wikipedia.org/wiki/Chinatown_(filme);68092.0;Chinatown (1974 film);Chinatown (película);1333.0;Chinatown (filme);594580.0;Annie Hall.txt;Annie Hall.txt;Annie Hall.txt
1975.0;THE CONVERSATION (1974 film);Não;https://en.wikipedia.org/wiki/The_Conversation;https://es.wikipedia.org/wiki/La_conversación;https://pt.wikipedia.org/wiki/The_Conversation;66853.0;The Conversation;La conversación;1039099.0;The Conversation;2484677.0;;;
1975.0;LENNY (1974 film);Não;https://en.wikipedia.org/wiki/Lenny_(film);https://es.wikipedia.org/wiki/Lenny_(película);https://pt.wikipedia.org/wiki/Lenny_(filme);64291.0;Lenny (film);Lenny (película);8107705.0;Lenny (filme);1427765.0;Julia (filme).txt;Julia (película de 1977).txt;Julia (1977 film).txt
1975.0;THE TOWERING INFERNO (1974 film);Não;https://en.wikipedia.org/wiki/The_Towering_Inferno;https://es.wikipedia.org/wiki/The_Towering_Inferno;https://pt.wikipedia.org/wiki/The_Towering_Inferno;101910.0;The Towering Inferno;The Towering Inferno;27068.0;The Towering Inferno;345036.0;Star Wars: Episódio IV – Uma Nova Esperança.txt;Star Wars: Episodio IV - Una nueva esperanza.txt;Star Wars (film).txt
1976.0;ONE FLEW OVER THE CUCKOO'S NEST (1975 film);Sim;https://en.wikipedia.org/wiki/One_Flew_Over_the_Cuckoo's_Nest_(film);https://es.wikipedia.org/wiki/One_Flew_Over_the_Cuckoo's_Nest;https://pt.wikipedia.org/wiki/One_Flew_Over_the_Cuckoo's_Nest;21913863.0;One Flew Over the Cuckoo's Nest (film);One Flew Over the Cuckoo's Nest;217784.0;One Flew Over the Cuckoo's Nest;201328.0;The Turning Point (1977).txt;The Turning Point.txt;The Turning Point (1977 film).txt
1976.0;Barry Lyndon;Não;https://en.wikipedia.org/wiki/Barry_Lyndon;https://es.wikipedia.org/wiki/Barry_Lyndon;https://pt.wikipedia.org/wiki/Barry_Lyndon;4227.0;Barry Lyndon;Barry Lyndon;28348.0;Barry Lyndon;196776.0;The Deer Hunter.txt;The Deer Hunter.txt;The Deer Hunter.txt
1976.0;DOG DAY AFTERNOON (1975 film);Não;https://en.wikipedia.org/wiki/Dog_Day_Afternoon;https://es.wikipedia.org/wiki/Tarde_de_perros;https://pt.wikipedia.org/wiki/Um_Dia_de_Cão;101914.0;Dog Day Afternoon;Tarde de perros;583342.0;Um Dia de Cão;1027580.0;Coming Home (1978).txt;Coming Home (película).txt;Coming Home (1978 film).txt
1976.0;JAWS (1975 film);Não;https://en.wikipedia.org/wiki/Jaws_(film);https://es.wikipedia.org/wiki/Tiburón_(película);https://pt.wikipedia.org/wiki/Tubarão_(filme);74830.0;Jaws (film);Tiburón (película);27321.0;Tubarão (filme);51690.0;O Céu Pode Esperar (1978).txt;El cielo puede esperar (película).txt;Heaven Can Wait (1978 film).txt
1977.0;ALL THE PRESIDENT'S MEN (1976 film);Não;https://en.wikipedia.org/wiki/All_the_President's_Men_(film);https://es.wikipedia.org/wiki/Todos_los_hombres_del_presidente;https://pt.wikipedia.org/wiki/All_the_President's_Men;3876620.0;All the President's Men (film);Todos los hombres del presidente;27318.0;All the President's Men;614924.0;Kramer vs. Kramer.txt;Kramer vs. Kramer.txt;Kramer vs. Kramer.txt
1977.0;NETWORK (1976 film);Não;https://en.wikipedia.org/wiki/Network_(1976_film);https://es.wikipedia.org/wiki/Network;https://pt.wikipedia.org/wiki/Network_(filme);101935.0;Network (1976 film);Network;27195.0;Network (filme);1301761.0;Apocalypse Now.txt;Apocalypse Now.txt;Apocalypse Now.txt
1977.0;TAXI DRIVER (1976 film);Não;https://en.wikipedia.org/wiki/Taxi_Driver;https://es.wikipedia.org/wiki/Taxi_Driver;https://pt.wikipedia.org/wiki/Taxi_Driver;30000.0;Taxi Driver;Taxi Driver;28327.0;Taxi Driver;202486.0;;;
1978.0;ANNIE HALL (1977 film);Sim;https://en.wikipedia.org/wiki/Annie_Hall;https://es.wikipedia.org/wiki/Annie_Hall;https://pt.wikipedia.org/wiki/Annie_Hall;66870.0;Annie Hall;Annie Hall;26944.0;Annie Hall;200800.0;Norma Rae.txt;Norma Rae.txt;Norma Rae.txt
1978.0;JULIA (1977 film);Não;https://en.wikipedia.org/wiki/Julia_(1977_film);https://es.wikipedia.org/wiki/Julia_(película_de_1977);https://pt.wikipedia.org/wiki/Julia_(filme);163451.0;Julia (1977 film);Julia (película de 1977);1037552.0;Julia (filme);1272700.0;Coal Miner's Daughter.txt;Coal Miner's Daughter.txt;Coal Miner's Daughter (film).txt
1978.0;STAR WARS (1977 film);Não;https://en.wikipedia.org/wiki/Star_Wars_(film);https://es.wikipedia.org/wiki/Star_Wars:_Episodio_IV_-_Una_nueva_esperanza;https://pt.wikipedia.org/wiki/Star_Wars:_Episódio_IV_–_Uma_Nova_Esperança;52549.0;Star Wars (film);Star Wars: Episodio IV - Una nueva esperanza;216273.0;Star Wars: Episódio IV – Uma Nova Esperança;4891353.0;O Homem Elefante.txt;El hombre elefante (película).txt;The Elephant Man (film).txt
1978.0;THE TURNING POINT (1977 film);Não;https://en.wikipedia.org/wiki/The_Turning_Point_(1977_film);https://es.wikipedia.org/wiki/The_Turning_Point;https://pt.wikipedia.org/wiki/The_Turning_Point_(1977);2223709.0;The Turning Point (1977 film);The Turning Point;30481.0;The Turning Point (1977);478877.0;Raging Bull.txt;Toro salvaje.txt;Raging Bull.txt
1979.0;The Deer Hunter;Sim;https://en.wikipedia.org/wiki/The_Deer_Hunter;https://es.wikipedia.org/wiki/The_Deer_Hunter;https://pt.wikipedia.org/wiki/The_Deer_Hunter;73425.0;The Deer Hunter;The Deer Hunter;27106.0;The Deer Hunter;506436.0;Tess (filme).txt;Tess (película de 1979).txt;Tess (1979 film).txt
1979.0;Coming Home (1978 film);Não;https://en.wikipedia.org/wiki/Coming_Home_(1978_film);https://es.wikipedia.org/wiki/Coming_Home_(película);https://pt.wikipedia.org/wiki/Coming_Home_(1978);103011.0;Coming Home (1978 film);Coming Home (película);1037536.0;Coming Home (1978);568027.0;Chariots of Fire.txt;Chariots of Fire.txt;Chariots of Fire.txt
1979.0;Heaven Can Wait (1978 film);Não;https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1978_film);https://es.wikipedia.org/wiki/El_cielo_puede_esperar_(película);https://pt.wikipedia.org/wiki/O_Céu_Pode_Esperar_(1978);103018.0;Heaven Can Wait (1978 film);El cielo puede esperar (película);1016478.0;O Céu Pode Esperar (1978);1993394.0;Atlantic City (1980).txt;Atlantic City (película de 1980).txt;Atlantic City (1980 film).txt
1979.0;Midnight Express (film);Não;https://en.wikipedia.org/wiki/Midnight_Express_(film);https://es.wikipedia.org/wiki/Midnight_Express;https://pt.wikipedia.org/wiki/O_Expresso_da_Meia-Noite;103021.0;Midnight Express (film);Midnight Express;381668.0;O Expresso da Meia-Noite;1151975.0;On Golden Pond.txt;On Golden Pond.txt;On Golden Pond (1981 film).txt
1980.0;KRAMER VS. KRAMER (1979 film);Sim;https://en.wikipedia.org/wiki/Kramer_vs._Kramer;https://es.wikipedia.org/wiki/Kramer_vs._Kramer;https://pt.wikipedia.org/wiki/Kramer_vs._Kramer;103026.0;Kramer vs. Kramer;Kramer vs. Kramer;28817.0;Kramer vs. Kramer;270988.0;Reds.txt;Reds.txt;Reds (film).txt
1980.0;ALL THAT JAZZ (1979 film);Não;https://en.wikipedia.org/wiki/All_That_Jazz_(film);https://es.wikipedia.org/wiki/All_That_Jazz_(película);https://pt.wikipedia.org/wiki/All_That_Jazz;68078.0;All That Jazz (film);All That Jazz (película);1037510.0;All That Jazz;281203.0;Gandhi (filme).txt;Gandhi (película).txt;Gandhi (film).txt
1980.0;APOCALYPSE NOW (1979 film);Não;https://en.wikipedia.org/wiki/Apocalypse_Now;https://es.wikipedia.org/wiki/Apocalypse_Now;https://pt.wikipedia.org/wiki/Apocalypse_Now;18951054.0;Apocalypse Now;Apocalypse Now;21378.0;Apocalypse Now;130292.0;E.T. O Extraterrestre.txt;E.T., el extraterrestre.txt;E.T. the Extra-Terrestrial.txt
1980.0;NORMA RAE;Não;https://en.wikipedia.org/wiki/Norma_Rae;https://es.wikipedia.org/wiki/Norma_Rae;https://pt.wikipedia.org/wiki/Norma_Rae;103033.0;Norma Rae;Norma Rae;1083313.0;Norma Rae;481896.0;Tootsie.txt;Tootsie.txt;Tootsie.txt
1981.0;ORDINARY PEOPLE (1980 film);Sim;https://en.wikipedia.org/wiki/Ordinary_People;https://es.wikipedia.org/wiki/Ordinary_People;https://pt.wikipedia.org/wiki/Ordinary_People;106335.0;Ordinary People;Ordinary People;28296.0;Ordinary People;298358.0;O Veredicto.txt;The Verdict.txt;The Verdict.txt
1981.0;COAL MINER'S DAUGHTER (1980 film);Não;https://en.wikipedia.org/wiki/Coal_Miner's_Daughter_(film);https://es.wikipedia.org/wiki/Coal_Miner's_Daughter;https://pt.wikipedia.org/wiki/Coal_Miner's_Daughter;106337.0;Coal Miner's Daughter (film);Coal Miner's Daughter;5548162.0;Coal Miner's Daughter;484028.0;Laços de Ternura.txt;La fuerza del cariño.txt;Terms of Endearment.txt
1981.0;THE ELEPHANT MAN (1980 film);Não;https://en.wikipedia.org/wiki/The_Elephant_Man_(film);https://es.wikipedia.org/wiki/El_hombre_elefante_(película);https://pt.wikipedia.org/wiki/O_Homem_Elefante;106344.0;The Elephant Man (film);El hombre elefante (película);387846.0;O Homem Elefante;94618.0;The Big Chill.txt;Reencuentro (película).txt;The Big Chill (film).txt
1981.0;RAGING BULL (1980 film);Não;https://en.wikipedia.org/wiki/Raging_Bull;https://es.wikipedia.org/wiki/Toro_salvaje;https://pt.wikipedia.org/wiki/Raging_Bull;25506.0;Raging Bull;Toro salvaje;211879.0;Raging Bull;273677.0;;;
1981.0;TESS (1980 film);Não;https://en.wikipedia.org/wiki/Tess_(1979_film);https://es.wikipedia.org/wiki/Tess_(película_de_1979);https://pt.wikipedia.org/wiki/Tess_(filme);26015065.0;Tess (1979 film);Tess (película de 1979);1037475.0;Tess (filme);561854.0;;;
1982.0;Chariots of Fire (album);Sim;https://en.wikipedia.org/wiki/Chariots_of_Fire;https://es.wikipedia.org/wiki/Chariots_of_Fire;https://pt.wikipedia.org/wiki/Chariots_of_Fire;5729.0;Chariots of Fire;Chariots of Fire;198719.0;Chariots of Fire;97735.0;Tender Mercies.txt;Tender Mercies.txt;Tender Mercies.txt
1982.0;Atlantic City (1980 film);Não;https://en.wikipedia.org/wiki/Atlantic_City_(1980_film);https://es.wikipedia.org/wiki/Atlantic_City_(película_de_1980);https://pt.wikipedia.org/wiki/Atlantic_City_(1980);106352.0;Atlantic City (1980 film);Atlantic City (película de 1980);65921.0;Atlantic City (1980);492238.0;Amadeus.txt;Amadeus.txt;Amadeus (film).txt
1982.0;On Golden Pond (1981 film);Não;https://en.wikipedia.org/wiki/On_Golden_Pond_(1981_film);https://es.wikipedia.org/wiki/On_Golden_Pond;https://pt.wikipedia.org/wiki/On_Golden_Pond;15119799.0;On Golden Pond (1981 film);On Golden Pond;350680.0;On Golden Pond;295276.0;The Killing Fields.txt;The Killing Fields.txt;The Killing Fields (film).txt
1982.0;Raiders of the Lost Ark;Não;https://en.wikipedia.org/wiki/Raiders_of_the_Lost_Ark;https://es.wikipedia.org/wiki/Raiders_of_the_Lost_Ark;https://pt.wikipedia.org/wiki/Raiders_of_the_Lost_Ark;54166.0;Raiders of the Lost Ark;Raiders of the Lost Ark;28508.0;Raiders of the Lost Ark;91554.0;Passagem para a Índia (filme).txt;Pasaje a la India.txt;A Passage to India (film).txt
1982.0;Reds (film);Não;https://en.wikipedia.org/wiki/Reds_(film);https://es.wikipedia.org/wiki/Reds;https://pt.wikipedia.org/wiki/Reds;45242.0;Reds (film);Reds;323658.0;Reds;499133.0;Um Lugar no Coração.txt;En un lugar del corazón.txt;Places in the Heart.txt
1983.0;GANDHI (1982 film);Sim;https://en.wikipedia.org/wiki/Gandhi_(film);https://es.wikipedia.org/wiki/Gandhi_(película);https://pt.wikipedia.org/wiki/Gandhi_(filme);369508.0;Gandhi (film);Gandhi (película);27147.0;Gandhi (filme);68415.0;A Soldier's Story.txt;Historia de un soldado (película de 1984).txt;A Soldier's Story.txt
1983.0;E.T. THE EXTRA-TERRESTRIAL (1982 film);Não;https://en.wikipedia.org/wiki/E.T._the_Extra-Terrestrial;https://es.wikipedia.org/wiki/E.T.,_el_extraterrestre;https://pt.wikipedia.org/wiki/E.T._O_Extraterrestre;73441.0;E.T. the Extra-Terrestrial;E.T., el extraterrestre;26301.0;E.T. O Extraterrestre;285817.0;Out of Africa.txt;Out of Africa.txt;Out of Africa (film).txt
1983.0;MISSING (1982 film);Não;https://en.wikipedia.org/wiki/Missing_(1982_film);https://es.wikipedia.org/wiki/Desaparecido_(película);https://pt.wikipedia.org/wiki/Missing_-_O_Desaparecido;106357.0;Missing (1982 film);Desaparecido (película);754907.0;Missing - O Desaparecido;484181.0;A Cor Púrpura (filme de 1985).txt;El color púrpura.txt;The Color Purple (1985 film).txt
1983.0;TOOTSIE;Não;https://en.wikipedia.org/wiki/Tootsie;https://es.wikipedia.org/wiki/Tootsie;https://pt.wikipedia.org/wiki/Tootsie;76394.0;Tootsie;Tootsie;992772.0;Tootsie;445374.0;O Beijo da Mulher Aranha.txt;El beso de la mujer araña (película).txt;Kiss of the Spider Woman (film).txt
1983.0;THE VERDICT (1982 film);Não;https://en.wikipedia.org/wiki/The_Verdict;https://es.wikipedia.org/wiki/The_Verdict;https://pt.wikipedia.org/wiki/O_Veredicto;106359.0;The Verdict;The Verdict;30197.0;O Veredicto;504417.0;Prizzi's Honor.txt;El honor de los Prizzi.txt;Prizzi's Honor.txt
1984.0;TERMS OF ENDEARMENT (1983 film);Sim;https://en.wikipedia.org/wiki/Terms_of_Endearment;https://es.wikipedia.org/wiki/La_fuerza_del_cariño;https://pt.wikipedia.org/wiki/Laços_de_Ternura;113427.0;Terms of Endearment;La fuerza del cariño;29047.0;Laços de Ternura;413147.0;A Testemunha.txt;Witness (película).txt;Witness (1985 film).txt
1984.0;THE BIG CHILL (1983 film);Não;https://en.wikipedia.org/wiki/The_Big_Chill_(film);https://es.wikipedia.org/wiki/Reencuentro_(película);https://pt.wikipedia.org/wiki/The_Big_Chill;545795.0;The Big Chill (film);Reencuentro (película);247996.0;The Big Chill;295142.0;;;
1984.0;TENDER MERCIES (1983 film);Não;https://en.wikipedia.org/wiki/Tender_Mercies;https://es.wikipedia.org/wiki/Tender_Mercies;https://pt.wikipedia.org/wiki/Tender_Mercies;113445.0;Tender Mercies;Tender Mercies;4544277.0;Tender Mercies;441013.0;A Missão.txt;La misión.txt;The Mission (1986 film).txt
1985.0;AMADEUS (1984 film);Sim;https://en.wikipedia.org/wiki/Amadeus_(film);https://es.wikipedia.org/wiki/Amadeus;https://pt.wikipedia.org/wiki/Amadeus;1065214.0;Amadeus (film);Amadeus;26942.0;Amadeus;162584.0;A Room with a View.txt;A Room with a View (película de 1985).txt;A Room with a View (1985 film).txt
1985.0;THE KILLING FIELDS (1984 film);Não;https://en.wikipedia.org/wiki/The_Killing_Fields_(film);https://es.wikipedia.org/wiki/The_Killing_Fields;https://pt.wikipedia.org/wiki/The_Killing_Fields;1217079.0;The Killing Fields (film);The Killing Fields;1081740.0;The Killing Fields;1080244.0;O Último Imperador.txt;El último emperador.txt;The Last Emperor.txt
1985.0;A PASSAGE TO INDIA (1984 film);Não;https://en.wikipedia.org/wiki/A_Passage_to_India_(film);https://es.wikipedia.org/wiki/Pasaje_a_la_India;https://pt.wikipedia.org/wiki/Passagem_para_a_Índia_(filme);3600424.0;A Passage to India (film);Pasaje a la India;1037397.0;Passagem para a Índia (filme);828448.0;Broadcast News.txt;Broadcast News.txt;Broadcast News (film).txt
1985.0;PLACES IN THE HEART (1984 film);Não;https://en.wikipedia.org/wiki/Places_in_the_Heart;https://es.wikipedia.org/wiki/En_un_lugar_del_corazón;https://pt.wikipedia.org/wiki/Um_Lugar_no_Coração;113449.0;Places in the Heart;En un lugar del corazón;5272721.0;Um Lugar no Coração;583548.0;Atração Fatal.txt;Atracción fatal.txt;Fatal Attraction.txt
1985.0;A SOLDIER'S STORY (1984 film);Não;https://en.wikipedia.org/wiki/A_Soldier's_Story;https://es.wikipedia.org/wiki/Historia_de_un_soldado_(película_de_1984);https://pt.wikipedia.org/wiki/A_Soldier's_Story;113451.0;A Soldier's Story;Historia de un soldado (película de 1984);9142680.0;A Soldier's Story;2668287.0;;;
1986.0;Out of Africa (film);Sim;https://en.wikipedia.org/wiki/Out_of_Africa_(film);https://es.wikipedia.org/wiki/Out_of_Africa;https://pt.wikipedia.org/wiki/Out_of_Africa;89793.0;Out of Africa (film);Out of Africa;235528.0;Out of Africa;386642.0;Moonstruck.txt;Hechizo de luna.txt;Moonstruck.txt
1986.0;The Color Purple (1985 film);Não;https://en.wikipedia.org/wiki/The_Color_Purple_(1985_film);https://es.wikipedia.org/wiki/El_color_púrpura;https://pt.wikipedia.org/wiki/A_Cor_Púrpura_(filme_de_1985);3185575.0;The Color Purple (1985 film);El color púrpura;315955.0;A Cor Púrpura (filme de 1985);105881.0;Rain Man.txt;Rain Man.txt;Rain Man.txt
1986.0;Kiss of the Spider Woman (film);Não;https://en.wikipedia.org/wiki/Kiss_of_the_Spider_Woman_(film);https://es.wikipedia.org/wiki/El_beso_de_la_mujer_araña_(película);https://pt.wikipedia.org/wiki/O_Beijo_da_Mulher_Aranha;113452.0;Kiss of the Spider Woman (film);El beso de la mujer araña (película);2979794.0;O Beijo da Mulher Aranha;531013.0;O Turista Acidental.txt;The Accidental Tourist.txt;The Accidental Tourist (film).txt
1986.0;Prizzi's Honor;Não;https://en.wikipedia.org/wiki/Prizzi's_Honor;https://es.wikipedia.org/wiki/El_honor_de_los_Prizzi;https://pt.wikipedia.org/wiki/Prizzi's_Honor;113454.0;Prizzi's Honor;El honor de los Prizzi;1037343.0;Prizzi's Honor;449148.0;Ligações Perigosas (filme).txt;Dangerous Liaisons.txt;Dangerous Liaisons.txt
1986.0;Witness (1985 film);Não;https://en.wikipedia.org/wiki/Witness_(1985_film);https://es.wikipedia.org/wiki/Witness_(película);https://pt.wikipedia.org/wiki/A_Testemunha;84931.0;Witness (1985 film);Witness (película);27703.0;A Testemunha;514536.0;Mississípi em Chamas.txt;Mississippi Burning.txt;Mississippi Burning.txt
1987.0;THE MISSION (1986 film);Não;https://en.wikipedia.org/wiki/The_Mission_(1986_film);https://es.wikipedia.org/wiki/La_misión;https://pt.wikipedia.org/wiki/A_Missão;525486.0;The Mission (1986 film);La misión;208313.0;A Missão;592078.0;;;
1987.0;A Room with a View (1985 film);Não;https://en.wikipedia.org/wiki/A_Room_with_a_View_(1985_film);https://es.wikipedia.org/wiki/A_Room_with_a_View_(película_de_1985);https://pt.wikipedia.org/wiki/A_Room_with_a_View;3671146.0;A Room with a View (1985 film);A Room with a View (película de 1985);248178.0;A Room with a View;2433310.0;Field of Dreams.txt;Field of Dreams.txt;Field of Dreams.txt
1988.0;THE LAST EMPEROR (1987 film);Sim;https://en.wikipedia.org/wiki/The_Last_Emperor;https://es.wikipedia.org/wiki/El_último_emperador;https://pt.wikipedia.org/wiki/O_Último_Imperador;129246.0;The Last Emperor;El último emperador;30579.0;O Último Imperador;127810.0;My Left Foot.txt;Mi pie izquierdo.txt;My Left Foot.txt
1988.0;Broadcast News (film);Não;https://en.wikipedia.org/wiki/Broadcast_News_(film);https://es.wikipedia.org/wiki/Broadcast_News;https://pt.wikipedia.org/wiki/Broadcast_News;129278.0;Broadcast News (film);Broadcast News;627436.0;Broadcast News;1304999.0;Dances with Wolves.txt;Dances with Wolves.txt;Dances with Wolves.txt
1988.0;FATAL ATTRACTION (1987 film);Não;https://en.wikipedia.org/wiki/Fatal_Attraction;https://es.wikipedia.org/wiki/Atracción_fatal;https://pt.wikipedia.org/wiki/Atração_Fatal;129295.0;Fatal Attraction;Atracción fatal;27790.0;Atração Fatal;295165.0;Awakenings.txt;Despertares.txt;Awakenings.txt
