,Topic,Probability,Document
292,-1,0.6687781017205288,"Bullying, uncouth junkyard tycoon Harry Brock goes to Washington, D.C., with his brassy girlfriend, Emma ""Billie"" Dawn, and his crooked lawyer, Jim Devery, to ""influence"" a politician or two. As a legal precaution, Devery presses Harry to marry Billie, as a wife cannot be forced to testify against her husband."
293,0,0.41062654225774325,"On the last day of 1899, Jane and Robert Marryot, an upper-class couple, return to their townhouse in a fashionable area of London before midnight, so they can keep their tradition of celebrating the new year with a midnight toast. Jane worries because Robert has joined the City of London Imperial Volunteers (CIV) as an officer, and will soon be leaving to serve in the Second Boer War. The Marryots' butler Alfred Bridges has joined the CIV as a private and is also leaving soon. His wife Ellen, the Marryots' maid, worries about what will become of her and their new baby Fanny if Alfred is killed or seriously injured. At midnight, the Marryot and Bridges families ring in the new century while Cook dances with other revelers in the street. While Robert is away at war, Jane's friend Margaret Harris keeps her company and gives her emotional support. Robert and Alfred return home unharmed and Robert is knighted for his service."
294,3,1.0,"In 48 BC, Cleopatra vies with her brother Ptolemy for control of Egypt. Pothinos (Leonard Mudie) kidnaps her and Apollodorus (Irving Pichel) and strands them in the desert. When Pothinos informs Julius Caesar that the queen has fled the country, Caesar is ready to sign an agreement with Ptolemy when Apollodorus appears, bearing a gift carpet for the Roman. When Apollodorus unrolls it, Cleopatra emerges, much to Pothinos' surprise. He tries to deny who she is."
295,1,0.7451104290161569,"In a nursing home, elderly Irish-American World War II veteran Frank Sheeran recounts his time as a hitman for the Italian-American Mafia."
296,4,0.4046046960888701,"The film takes place in 1950s Pittsburgh at Troy Maxson's house that he lives in with his wife Rose and their son Cory.  Troy works as a garbage collector alongside his best friend, Jim Bono, who he has known for decades.  Troy left home at 14 after beating up his abusive father, and became a robber to sustain himself. While serving time for killing a man during a robbery, he met Bono and showed himself to be a talented baseball player. He then played in the professional Negro leagues; but he never made it to Major League Baseball, which held a ""color barrier"" until 1947. He claimed to have survived near-fatal pneumonia in his youth by defeating Death in a wrestling match, upon which Death vowed to return for a rematch."
297,3,1.0,"In 1935 England, 13-year-old Briony Tallis, the youngest daughter of the wealthy Tallis family spies on her older sister, Cecilia, and the housekeeper's son, Robbie Turner (with whom Briony is infatuated), from her bedroom window.  During Cecilia's and Robbie's argument by the garden fountain, Robbie accidentally breaks a vase and yells at Cecilia to stay where she is to avoid cutting her feet. Still angered, Cecilia strips off her outer clothing and climbs into the fountain to retrieve one of the glass pieces. Briony observes from the window and misinterprets the relationship between Cecilia and Robbie."
298,-1,0.7024160669698023,Linguist Louise Banks's daughter Hannah dies at the age of twelve from an incurable illness.
299,-1,0.1922652507083944,"In Wyoming in 1963, cowboys Ennis Del Mar and Jack Twist are hired by foreman Joe Aguirre to herd his sheep through the summer on grazing pastures on Brokeback Mountain. After a night of heavy drinking, Jack makes a pass at Ennis. While initially reluctant, Ennis becomes receptive, and he and Jack have sex in their tent. Despite Ennis telling Jack that it was a one-time incident, they develop a sexual and emotional relationship. Before parting ways, Ennis and Jack have a brawl that leaves both of them bloodied. Ennis later marries his longtime fiancée Alma Beers and has two daughters with her: Alma Jr. and Jenny. Jack returns the next summer seeking work, but Aguirre, who had observed Jack and Ennis engaging in homosexual activity on the mountain, refuses to hire him again. Jack moves to Texas, where he meets wealthy rodeo rider Lureen Newsome; they marry and have a son."
300,-1,0.643194987621976,"In 1983, the Korean immigrant Yi family moves from California to a new plot of land in rural Arkansas, where father Jacob hopes to grow Korean produce to sell to vendors in Dallas. One of his first decisions is to decline the services of a water diviner; he digs a well in a spot he finds himself. He enlists the help of Paul, an eccentric local man and Korean War veteran. Jacob is optimistic about the life ahead, but his wife, Monica, is disappointed and worries about their son David's heart condition; he is frequently told not to run due to this. Jacob and Monica work sexing chicks at the nearby hatchery and argue constantly while David and his sister, Anne, eavesdrop."
301,-1,0.6197113296905571,"In 1958 postwar Britain, Stevens, the butler of Darlington Hall, receives a letter from the former housekeeper, Miss Kenton. Their past employer, the Earl of Darlington, has died a broken man, his reputation destroyed by his pre-Second World War support of Nazi Germany, and his stately country house has been sold to retired US Congressman Jack Lewis. Allowed to borrow the Daimler, Stevens sets off for the West Country to see Miss Kenton for the first time for decades."
302,8,0.5350405858530759,"Vice is narrated by Kurt, a fictitious veteran of the Afghan and Iraqi wars."
303,0,1.0,"In 1993, Erin Brockovich is an unemployed single mother of three children, who has recently been injured in a traffic accident with a doctor and is suing him. Her lawyer, Ed Masry, expects to win, but Erin's explosive courtroom behavior under cross-examination loses her the case, and Ed will not return her phone calls afterwards. One day, he arrives at work to find her in the office, apparently working. She says that he told her things would work out and they did not, and that she needed a job. Ed takes pity on Erin, and she gets a paid job at the office."
304,-1,0.1776925910730538,"On the battlements of Elsinore, in a flash-forward, the dead body of Hamlet is borne in state upon the shoulders of noble lords with Horatio in attendance mourning the dead Hamlet. The flash-forward dissolves and in the same location at a separate time, Francisco, a sentry, is relieved of his watch by another sentry, Bernardo, who, with yet another sentry, Marcellus, has twice previously seen the Ghost of King Hamlet. Marcellus then arrives with the sceptical Horatio, Prince Hamlet's friend. Suddenly, all three see the Ghost, and Horatio demands that the Ghost speak. The Ghost vanishes then, without a word."
305,3,1.0,"Vianne and her six year-old daughter Anouk drift across Europe following the north wind, like Vianne's mother before her. In 1959 they arrive in a quiet French village, overseen by mayor the Comte de Reynaud, at the start of Lent. Vianne opens a chocolate shop; despite not fitting in well with the townspeople, she begins to make headway with some of the villagers, getting them to come to her shop. Reynaud, who will not admit his wife has left him, speaks out against Vianne for tempting the people during Lent."
306,0,0.2470505081005479,"In 1890, all of New York City is excited because the well-known widowed matchmaker Dolly Levi is in town. Dolly is currently seeking a wife for grumpy Horace Vandergelder, the well-known unmarried ""half-a-millionaire"", but it soon becomes clear that she intends to marry Horace herself. Meanwhile, Ambrose Kemper, a young artist, wants to marry Horace's niece, Ermengarde. However, Horace opposes this, feeling Ambrose cannot provide financial security. Horace, who is the owner of Vandergelder's Hay and Feed, explains to his two clerks, Cornelius Hackl and Barnaby Tucker, that he is going to get married, though what he really wants is a housekeeper. He plans to travel to New York that very day to march in the 14th Street Parade, and also to propose to milliner Irene Molloy, whom he has met through Dolly Levi. Dolly arrives in Yonkers and sends Horace ahead to the city. Before leaving, he tells Cornelius and Barnaby to mind the store."
307,-1,0.21555844165315186,"Bob Harris is a fading American movie star who arrives in Tokyo to appear in lucrative advertisements for Suntory's Hibiki whisky. He stays at the upscale Park Hyatt Tokyo and is miserable due to problems within his 25-year marriage and a midlife crisis. Charlotte, another American staying at the hotel, is a young Yale graduate in philosophy who is accompanying her husband John while he works as a celebrity photographer. Charlotte is feeling similarly disenchanted as she questions her marriage and is anxious about her future. They both struggle additionally with bouts of jet lag and culture shock in Tokyo and pass the time loitering around the hotel, Charlotte also trying ikebana by chance."
308,-1,0.20729560414252401,"In 1912, con man Professor Harold Hill arrives in fictional River City, Iowa, to swindle the citizens. A few traveling salesmen in the area have heard about Hill, who is known for a ploy in which he gets townspeople to pay to create boys' marching bands, with Hill faking his musical expertise and skipping town once he has their money."
309,7,1.0,"At a rural Northern Irish fairground, a Provisional IRA volunteer named Fergus (Stephen Rea) and a unit of other IRA members, led by Peter Maguire (Adrian Dunbar), kidnap a black British soldier named Jody (Forest Whitaker) after a female member of their unit, Jude (Miranda Richardson), lures Jody to a secluded area by promising sex. The unit intends to hold Jody until an imprisoned IRA member is released, and if their demands are not met within three days, he will be executed."
310,8,1.0,"In 1966, U.S. State Department analyst Daniel Ellsberg is sent to Vietnam, where he embeds with American soldiers and documents the on-the-ground reality of the Vietnam War. He soon realizes that the war is hopeless, and, when he returns to the U.S. to deliver his report, Secretary of Defense Robert McNamara agrees. However, Ellsberg is left disillusioned when McNamara continues to publicly justify further deployments of American troops. "
311,2,1.0,"After Alex Marshall dies by suicide, his fellow University of Michigan alumni and close friends attend his funeral at the Tidalholm plantation in Beaufort, South Carolina. During the visit, everyone stays with Sarah and Harold Cooper."
312,0,0.2180889817561312,"Margaret ""Maggie"" Fitzgerald, a waitress from the Ozarks, shows up at the Hit Pit, a rundown boxing gym in Los Angeles owned and operated by Frankie Dunn. Dunn is a cantankerous Irish-American trainer, revealed to be estranged from his own daughter. Maggie asks Frankie to train her, but he refuses as he does not train women and she is too old to begin a boxing career. Eddie ""Scrap-Iron"" Dupris, Frankie's friend and employee—the film's narrator—encourages and helps Maggie. "
313,-1,0.6413317235407419,"On June 17, 1972, Frank Wills, security guard at the Watergate complex, finds a door's bolt taped over to prevent it from locking. He calls the police, who find and arrest five burglars in the Democratic National Committee headquarters within the complex. The next morning, The Washington Post assigns new reporter Bob Woodward to the local courthouse to cover the story, which is considered of minor importance."
314,6,0.4330522457879527,"Aliens secretly visit Earth at night to gather plant specimens in a California forest. One of them separates from the group, fascinated by the distant city lights. U.S. government vehicles arrive and chase the startled creature. The other aliens depart, abandoning him on Earth. In a nearby neighborhood in the San Fernando Valley, ten-year-old Elliott Taylor's suspicions are roused when he pitches a baseball into a tool shed, and the ball is rolled back. Later that night, Elliott returns with a flashlight, discovering the creature among the cornstalks. He shrieks and flees the scene."
315,8,1.0,"During World War II, newly commissioned Ensign Willis Seward ""Willie"" Keith reports to the minesweeper USS Caine, commanded by Lieutenant Commander William De Vriess, also meeting the executive officer (XO), Lieutenant Stephen Maryk, and the communications officer, Lieutenant Thomas Keefer. De Vriess, popular with the men but disliked by Keith, is relieved by Lieutenant Commander Queeg. Keith is freshly out of college and officer candidate school and is courting May Wynn, who is not approved of by his mother. Maryk is a career officer and Keefer is an aspiring novelist."
316,-1,0.36378361519616653,"At the end of World War II, three veterans meet on a flight to their midwestern hometown of Boone City: USAAF bombardier captain Fred Derry, U.S. Navy petty officer Homer Parrish, and U.S. Army sergeant Al Stephenson. The three veterans had very different lives before the war:"
317,7,0.2955373293082142,"Dr. Andrew Manson (Robert Donat) is an idealistic, newly qualified Scottish doctor dedicated to treating the Welsh miners suffering from tuberculosis in the Welsh mining village of Blaenely and is an apprentice to Dr. Page (Basil Gill). Initially, he has many lofty scientific goals, but meets local resistance in his research. After his laboratory and notes are destroyed by the miners, he moves to London, treating working-class patients in impoverished conditions. There, his purpose erodes when a chance encounter with a medical school friend, Dr. Frederick Lawford (Rex Harrison) leads to his quiet seduction by an unethical medical establishment, treating rich hypochondriacs. Christine (Rosalind Russell), his wife, tries to set him back on the original path. Dr. Philip Denny (Ralph Richardson), Manson's best friend and still working for improved working-class health, dies at the hands of an incompetent, social-climbing surgeon."
318,-1,0.6745056636220316,"University of Cambridge astrophysics student Stephen Hawking begins a relationship with literature student Jane Wilde. Although Stephen is intelligent, his friends and professors are concerned about his lack of a thesis topic. After he and his professor Dennis Sciama attend a lecture on black holes, Stephen speculates that black holes may have been part of the creation of the universe, and decides to write his thesis on them. However, Stephen's muscles begin to fail, giving him decreasing coordination with his body. He learns he has motor neuron disease, which will eventually leave him unable to move, swallow, and even breathe. There are no treatments, and he has approximately two years to live. The doctor assures Stephen that his brain will not be affected, so his thoughts and intelligence will remain intact, but eventually, he will be unable to communicate them. As Stephen becomes reclusive, focusing on his work, Jane confesses she loves him. She tells his father she intends to stay with Stephen even as his condition worsens. They marry and have their first son, Robert."
319,3,1.0,"To avoid an arranged marriage to Don Carlos, an elderly Spanish duke, Princess Marie masquerades as her uncle's former servant, Marietta, and escapes from France on a ship with casquette girls who are traveling to New Orleans to marry colonists. On board, Marietta befriends Julie."
320,-1,0.6037945396299536,"American World War II veteran Jerry Mulligan lives in Paris trying to succeed as an artist. His friend and neighbor Adam Cook is a struggling concert pianist and longtime associate of French singer Henri Baurel. At the ground-floor bar in their building, Henri tells Adam about his girlfriend, Lise Bouvier. Jerry then joins them before going out to try and sell his art."
321,-1,0.4297226304245244,"The ship's medical officer, Dr. Schumann, takes a special interest in La Condesa, a Spanish countess being deported from Cuba who has an opiate addiction which he reluctantly accommodates with prescriptions. Under arrest, she is being transported to a Spanish prison on the Canary Island of Tenerife for illegally hiding and helping arm agitators. The 600 laborers in steerage, deported to Spain because of the low market price of Cuban sugar, cheer the activist Condesa as she boards the ship under police escort. The Condesa reveals to the doctor that she was motivated by seeing the impoverished conditions under which the 5,000 laborers lived, under “patronage” of the man with whom she lived in luxury, supported by their labor. While she manipulates the doctor to cope with her sense of doom, her activism is in sympathy with the doctor's humanitarian insistence that the laborers in steerage be treated like human beings rather than cargo. Their shared sympathies soon evolve into love, though both realize it is a hopeless passion. The doctor conceals having a heart condition. "
322,-1,0.6271950711679071,"In 1937, a woman identifying herself as ""Evelyn Mulwray"" hires private investigator J. J. ""Jake"" Gittes to trail her husband Hollis, whom she suspects of infidelity. Hollis is chief engineer at the Los Angeles Department of Water and Power and refuses to build a new dam on the grounds of safety."
323,1,0.30014188233318173,"In the Upper Peninsula of Michigan, small-town lawyer Paul Biegler, a former district attorney who lost his re-election bid, spends most of his time fishing, playing the piano, and hanging out with his alcoholic friend and colleague Parnell McCarthy and sardonic secretary Maida Rutledge."
324,1,0.3796562153633191,"Solomon Northup is a free African-American man in 1841, working as a violinist and living with his wife and two children in Saratoga Springs, New York. Two white men, Brown and Hamilton, offer him short-term employment as a musician in Washington, D.C.; instead, they drug Northup and deliver him to James H. Birch, the owner of a slave pen. Northup proclaims his freedom, only to be violently beaten and tortured."
325,1,0.3049192180229807,"In 1975, Irish-American friends Jimmy Markum, Sean Devine, and Dave Boyle are playing street hockey in Charlestown, Boston. After deciding to write a mural of their names in a patch of wet concrete, two men, seeming to be police officers, kidnap Dave and sexually abuse him for four days until he escapes."
326,-1,0.6144040529453076,"In near-future Los Angeles, Theodore Twombly is a lonely, introverted man who works for a business that has professional writers compose letters for people who are unable to write letters of a personal nature themselves. Depressed because of his impending divorce from his childhood sweetheart Catherine, Theodore purchases an operating system upgrade that includes a virtual assistant with artificial intelligence, designed to adapt and evolve. He decides that he wants the A.I. to have a feminine voice, and she names herself Samantha. Theodore is fascinated by her ability to learn and grow psychologically. They bond over discussions about love and life, including Theodore's reluctance to sign his divorce papers."
327,0,0.42515302632822144,"In 1925 Montana, wealthy ranch-owning brothers Phil and George Burbank meet widow and inn owner Rose Gordon during a cattle drive. The kind-hearted George is quickly taken with Rose, but the coarse and volatile Phil dislikes her, believing she only wants George's money. Phil also belittles her teenage son Peter, whom he derides as weak and effeminate."
328,1,0.3389521198225439,"In June 1880, a stage driver and four passengers prepare to board the coach from Tonto, Arizona Territory, to Lordsburg, New Mexico. Among them are Dallas, a prostitute driven out of town by the ""Law and Order League""; the alcoholic Doc Boone; snobbish Southerner Lucy Mallory, who is travelling to join her cavalry officer husband; and diminutive whiskey salesman Samuel Peacock."
329,7,1.0,"In the spring of 1923, near the end of the Irish Civil War, on the fictional isle of Inisherin (literally ""the island of Ireland""), fiddler Colm Doherty abruptly begins ignoring his lifelong best friend and drinking buddy Pádraic Súilleabháin. When a hurt Pádraic presses Colm for an explanation, he says that Pádraic is too dull, and he would rather spend the remainder of his life composing music and doing things for which he will be remembered. Pádraic is devastated and refuses to accept the situation, while Colm only becomes more resistant to his old friend's attempts to make amends, eventually giving Pádraic an ultimatum: every time Pádraic talks to him, Colm will cut off one of his own fingers."
330,3,0.25972965853206065,"(The action moves from a performance of the play, Henry V, in 1600, transitioning to the Battle of Agincourt in 1415, then back to the play.)"
331,8,0.4503100902780859,"In 1972, the White House Plumbers break into The Watergate and are subsequently arrested."
332,0,0.6111890683483324,"Opera singer Mary Barrett (Grace Moore) leaves to study music in Milan, Italy to the disappointment of her family in New York City. Mary gets a job at the Cafe Roma, where Giulio Monteverdi (Tullio Carminati), a famous vocal coach, hears her sing. Giulio promises to make Mary a star if she will allow him to control her life. He also tells her that there cannot be any romance between the two of them, as that would distract from the process of growing her talent. Mary discovers she has stagefright as she prepares for a tour of provincial opera houses, however Giulio helps her overcome it."
333,0,0.24927216907196673,"Narration is by the adult Jean Louise ""Scout"" Finch."
334,8,0.43331413066328583,"In 1956 Massapequa, New York, 10-year-old Ron Kovic is playing with his friends in a forest. On his Fourth of July birthday, he attends an Independence Day parade with his family and best friend Donna. In 1961, President John F. Kennedy's televised inaugural address inspires a teenage Kovic to join the United States Marine Corps. After attending an impassioned lecture by two Marine recruiters visiting his high school, he enlists. His decision receives support from his mother, but upsets his father, a World War II veteran who lost many of his friends to the war. Kovic goes to his prom, dances with Donna and kisses her before leaving for recruit training."
335,0,0.2556981628937498,"Comedian Alvy Singer is trying to understand why his relationship with Annie Hall ended a year ago. Growing up in Brooklyn, he vexed his mother with impossible questions about the emptiness of existence, but he was precocious about his innocent sexual curiosity, suddenly kissing a classmate at six years old and not understanding why she was not keen to reciprocate."
336,5,0.28189646760866865,"In mid-August 1939, just before the outbreak of World War II, the editor of the New York Morning Globe, Mr. Powers (Harry Davenport), sends crime reporter John Jones, using the pen name ""Huntley Haverstock"" (Joel McCrea), to Europe to report on conditions there.  Jones's first assignment is to interview a Dutch diplomat named Van Meer (Albert Bassermann), at a luncheon."
337,-1,0.6216034459177618,"Successful banker, Anthony P. Kirby, has just returned from Washington, D.C., where he was effectively granted a government-sanctioned munitions monopoly, which will make him very rich. He intends to buy a 12-block radius around a competitor's factory to put him out of business, but one household refuses to sell. Kirby instructs his real-estate broker, John Blakely, to offer the houshold a huge sum, and if they still refuse, to cause trouble for the family. Meanwhile, Grandpa Vanderhof convinces a bank accountant named Poppins to quit work and pursue his dream of making animated toys. "
338,1,0.33416850340665344,"Harry Caul, a surveillance expert in San Francisco, specializes in wiretapping services. He and his team are hired by a client, who identifies himself as ""the Director"", to eavesdrop on a couple walking through Union Square. Despite the background noise, Caul filters and merges the tapes to create a clear recording with ambiguous meaning. Caul is intensely private, obsessively guarding his own secrecy, haunted by guilt from a past job that resulted in three deaths."
339,3,1.0,"Marie Skłodowska is a poor, idealistic student living in Paris and studying at the Sorbonne. She neglects her health and one day faints during class. Her tutor, Prof. Perot is sympathetic and, finding that she has no friends or family in Paris, invites her to a soirée his wife is throwing for a ""few friends"" (primarily professors and their wives). Among the many guests is physicist Pierre Curie, an extremely shy and absentminded man completely devoted to his work. He allows Marie to share his lab and finds that she is a gifted scientist. Appalled that she plans on returning to Poland to teach after graduation rather than devoting her life to further study, he takes her to visit his family in their country home. Marie and Pierre both tend to concentrate on science to the extent that they don't realize until the last minute they have fallen in love. Even when Pierre asks Marie to be his wife, he does so in terms of reason, logic and chemistry."
340,0,1.0,"In 1951, in Enniscorthy, a small town in southeast Ireland, Eilis Lacey lives with her mother and older sister, Rose. Unable to find full-time employment, she works part-time for the spiteful Miss Kelly at her shop. Eilis attends local dances with friend Nancy, but is uninterested in the local young men."
341,5,0.14848423056894652,"In September 1939, Władysław Szpilman, a Polish-Jewish pianist, is playing live on the radio in Warsaw when the station is bombed during Nazi Germany's invasion of Poland. Hoping for a quick victory, Szpilman rejoices with his family at home when he learns that Britain and France have declared war on Germany, but the promised aid does not come. Fighting lasts for just over a month, with both the German and Soviet armies invading Poland at the same time on different fronts. Warsaw becomes part of the Nazi-controlled General Government. Jews are soon prevented from working or owning businesses, and are also made to wear blue Star of David armbands."
342,-1,0.6068141202304941,A baby is born in Bethlehem among the shepherds and visited by Magi in a cave.
343,0,0.4715778967926981,"Terry Randall (Katharine Hepburn) moves into the Footlights Club, a theatrical boarding house in New York. Her polished manners and superior attitude make her no friends among the rest of the aspiring actresses living there, particularly her new roommate, flippant, cynical dancer Jean Maitland (Ginger Rogers). From Terry's expensive clothing and her photograph of her elderly grandfather, Jean assumes she has obtained the former from her sugar daddy, just as fellow resident Linda Shaw (Gail Patrick) has from her relationship with influential theatrical producer Anthony Powell (Adolphe Menjou). In truth, Terry comes from a wealthy Midwest family. Over the strong objections of her father, Henry Sims (Samuel S. Hinds), she is determined to try to fulfill her dreams. In the boarding house, Terry's only supporter is aging actress Anne Luther (Constance Collier), who appoints herself Terry's mentor and acting coach."
344,-1,0.6035561452800502,"On their last evening of summer vacation in 1962, high school graduates Curt Henderson and Steve Bolander meet two other friends, confident drag-racing king John Milner and unpopular but well-meaning Terry ""The Toad"" Fields in the parking lot of Mel's Drive-In in Modesto, California. Steve and Curt are to travel ""Back East"" in the morning and start college but the latter has second thoughts about leaving. Laurie, Steve's girlfriend and Curt's sister, arrives moments later, Steve suggesting to her that they see other people while he is away at college to ""strengthen"" their relationship. Though not openly upset, it affects her interactions with him through the night."
345,4,0.20254799585947053,"The plot is based on Harwood's experiences as dresser to English Shakespearean actor-manager Sir Donald Wolfit, who is the model for the character ""Sir""."
346,-1,0.21177984358818736,"Homer Smith is an itinerant jack-of-all-trades who stops at a farm in the Arizona desert to obtain some water for his car. There, he sees several women working on a fence, very ineptly. The women, who speak very little English, introduce themselves as German, Austrian and Hungarian nuns. The Mother Superior, the leader of the nuns, persuades him to do a small roofing repair. Instead of paying him and letting him continue on his way, they invite him to stay to dinner, where all speak in German. They all call him ""Schmidt"" the German equivalent of Smith. He teaches them some English."
347,2,0.31854755482444,"In 1981, a man named Forrest Gump recounts his life story to strangers who happen to sit next to him at a bus stop."
348,-1,0.6763322104768168,"On New Year's Eve, 1905, saloon keeper ""Blackie"" Norton hires Mary Blake to sing in his bar, the Paradise Club on Pacific Street in the notorious Barbary Coast of San Francisco. Mary becomes a star attraction at the Paradise, especially for her signature tune, ""San Francisco"". Blackie's friend Matt predicts that Mary will not stay long on the ""Coast""."
349,0,0.3430274350072958,"Diana Scott is a beautiful, bored young model married to Tony Bridges. One day Diana meets Robert Gold, a literary interviewer/director for television arts programmes, by chance when she is spotted on the street by his roving film crew and interviewed by him about young people's views on convention. Diana is invited to watch the final edit in the TV studio, and it's there that their relationship starts. After liaisons in bleak hotel rooms, they leave their spouses (and, in Robert's case, children) and move into an apartment."
350,-1,0.6585466851703302,"Awakening from a dream of Gandalf fighting the Balrog in Moria, Frodo Baggins finds himself, along with Samwise Gamgee, lost in the Emyn Muil near Mordor. They discover that they are being tracked by Gollum, a former bearer of the One Ring. Capturing Gollum, Frodo takes pity and allows him to guide them, reminding Sam that they will need Gollum's help to infiltrate Mordor."
351,-1,0.22857639712530975,"American sergeant James Allen returns to civilian life after World War I. He has served with distinction, earning a medal from Allied governments for his bravery, but his war experience has made him restless. His mother and minister brother feel Allen should be grateful for a tedious office clerk job. When he announces that he wants to enter the construction industry and improve society as an engineer, his brother reacts with outrage, but his mother regretfully accepts his ambitions."
352,-1,0.11453026030817459,"In England in 1685, Irish doctor Peter Blood is summoned to aid Lord Gildoy, a wounded patron who participated in the Monmouth Rebellion. Arrested while performing his duties as a physician, he is convicted of treason against King James II and sentenced to death by the infamous Judge Jeffreys. By the whim of the king, upon his advisor Lord Sunderland's counsel, Blood and the surviving rebels are transported to the West Indies to be sold into slavery."
353,9,1.0,"At a mansion on Sunset Boulevard, a group of police officers and photographers discover the body of Joe Gillis floating face down in the swimming pool. In a flashback, Joe relates the events leading to his death."
354,5,0.2848292226294548,"In 1926, during China's Warlord Era, Jake Holman transfers to the Yangtze River Patrol gunboat USS San Pablo as their new engineer. The ship is nicknamed the ""Sand Pebble,"" and its sailors are ""Sand Pebbles""."
355,1,0.3592238801075711,"While on a trip to Fort Smith, Arkansas, fourteen-year-old Mattie Ross's father is murdered by hired hand Tom Chaney. Sent to collect her father's body, Mattie finds out that Chaney has likely fled with ""Lucky"" Ned Pepper and his gang into Indian Territory, where the local sheriff has no authority. She then inquires about hiring a Deputy U.S. Marshal. The sheriff gives three recommendations and Mattie chooses the ""meanest"" one, Rooster Cogburn. Cogburn initially rebuffs her offer, doubting both her grit and her wealth, but she raises the money by aggressive horse trading."
356,2,1.0,"Misanthropic New York City best-selling romance novelist Melvin Udall has obsessive–compulsive disorder; he uses soap bars to wash his hands only once with scalding hot water, dislikes touching pets, avoids stepping on sidewalk cracks while walking through the city, has rituals with switches, and always eats his breakfast at the same table in the same restaurant. He takes an interest in his waitress, Carol Connelly, the only server at the restaurant who can tolerate his odd and rude behavior."
357,3,0.36204308868491325,"At the official closing of the British Empire Exhibition at Wembley Stadium, Prince Albert, Duke of York, the second son of King George V, addresses the crowd with a strong stammer. His search for treatment has been discouraging, but his wife, Elizabeth, persuades him to see the Australian-born Lionel Logue, a non-medically trained Harley Street speech defects therapist. ""Bertie"", as he is called by his family, believes the first session is not going well, but Lionel, who insists that all his patients address him as such, has his potential client recite Hamlet's ""To be, or not to be"" soliloquy while hearing classical music played on a pair of headphones. Bertie is frustrated at the experiment but Lionel gives him the acetate recording that he has made of the reading as a souvenir."
358,1,0.2695303261687076,"Reporter Jack Burden is sent on assignment to write about Willie Stark, a man running for county treasurer in an unnamed Southern state. Stark's campaign is run on honesty and talking about the corruption of the local politicians. Burden meets Stark and his family and writes an inspiring story on Stark's honesty and courage. Using their power, including sway over the police, the local political machine shuts out Stark. After his loss, Stark earns a law degree. When a shoddily-constructed school in his county experiences a structural collapse that kills 12 students during a fire drill, Stark is encouraged to work on their legal affairs at the children's funeral, and he ultimately wins a lawsuit against the county, leading to a state-wide investigation. Willie uses this to build his political momentum, and he is eventually drafted as a spoiler candidate for Governor by the frontrunner in a three-way race."
359,-1,0.6413619351191773,"In 1987, 22-year-old Jordan Belfort lands a job as a Wall Street stockbroker for L.F. Rothschild, employed under Mark Hanna. He is quickly enticed by the drug-fueled stockbroker culture and Hanna's belief that a broker's only goal is to make money for himself. Jordan loses his job following Black Monday, the largest one-day stock market drop in history after the 1929 stock market crash, and takes a job at Investor's Center, a boiler room brokerage firm on Long Island that specializes in penny stocks. He makes a small fortune thanks to his aggressive pitching style and high commissions."
360,-1,0.187043549377637,"Growing up in Texas, Chris Kyle is taught by his father how to shoot a rifle and hunt deer. Years later, Chris has become a ranch hand and rodeo cowboy, and returns home early, to find his girlfriend in bed with another man. After telling her to leave, he is mulling it over with his brother when he sees news coverage of the 1998 U.S. embassy bombings and decides to enlist in the Navy. He qualifies for special training and becomes a sniper with the U.S. Navy SEALs."
361,0,0.4335927196922568,"In the slums of New York, on the East River just below the Queensboro Bridge, wealthy people live in opulent and luxurious apartments because of the picturesque views of the river, while the destitute and poor live nearby in crowded, cockroach-infested tenements."
362,5,0.12514460421165205,"On the Western Front in 1918, a Jewish soldier fighting for the Central Powers nation of Tomainia valiantly saves the life of a wounded pilot, Commander Schultz, who carries valuable documents that could secure a Tomainian victory. However, after running out of fuel, their plane crashes into a tree and the soldier subsequently suffers memory loss. Upon being rescued, Schultz is informed that Tomainia has officially surrendered to the Allied Forces, while the Jewish soldier is carried off to a hospital."
363,4,0.6142211537462768,The plot is from the original 1932 film on Turner Classic Movies. The film suffered from editing and censorship even at its initial release. (See below.)
364,5,1.0,"By late 1944, as the Allies march toward the Rhine, it is obvious Germany will lose the war. American Colonel Devlin (Gary Merrill) leads a military intelligence unit that enlists German POWs to cross back over and spy on their former comrades. ""Tiger"" (Hans Christian Blech), a cynical mercenary, is one such recruit. There is also ""Happy"" (Oskar Werner), a young, idealistic medical student. Monique (Dominique Blanchar), a former resistance operative, trains Happy and others in espionage techniques. Later, Devlin learns a Wehrmacht general wants to negotiate surrender of his entire command. Thus, a mission is organized. Devlin selects Lieutenant Rennick (Richard Basehart) to lead. He is a man who hates turncoats on both sides of the war. Tiger is chosen; he knows the area well. Happy is given a related task of locating the 11th Panzer Corps, which might oppose the mass surrender. All three parachute into Germany, then split up. "
365,-1,0.19284401715129862,"In Akron, Ohio, 24-year-old Joy Newsome and her five-year-old son Jack live in a squalid shed they call ""Room."" They share a bed, toilet, bathtub, television, and rudimentary kitchen; the only window is a skylight. They are captives of a man they call ""Old Nick,"" Jack's biological father, who abducted Joy seven years prior and routinely rapes her while Jack sleeps in the closet. Jack is the product of one rape. She tries to stay optimistic for her son but suffers from malnutrition and depression. She allows Jack to believe that only Room and its contents are real, and that the rest of the world exists only on television."
